"Quadrat","Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"F9",3,70,777,114,24,234,"Dextral"
"F9",4,366,653,115,24,3,"Dextral"
"F9",5,287,616,169,27,265,"Sinistral"
"F9",6,818,555,90,22,300,"Sinistral"
"F9",7,260,516,162,27,6,"Sinistral"
"F9",8,243,468,135,25,321,"Dextral"
"F9",9,206,457,167,27,233,"Dextral"
"F9",10,220,453,107,24,339,"Sinistral"
"F9",11,142,348,70,20,266,"Sinistral"
"F9",12,109,305,256,30,202,"Sinistral"
"F9",13,205,305,132,25,180,"Dextral"
"F9",14,271,269,72,20,127,"Dextral"
"F9",15,446,251,180,28,319,"Dextral"
"F9",16,178,197,150,26,41,"Dextral"
"F9",17,162,187,193,28,158,"Sinistral"
"F9",18,87,91,109,24,24,"Dextral"
"F9",19,858,63,118,24,28,"Dextral"
"F9",20,874,30,36,15,270,"Dextral"
"G1",1,910,940,170,27,10,"Sinistral"
"G1",2,358,931,90,22,236,"Sinistral"
"G1",3,453,887,139,26,173,"Dextral"
"G1",4,411,742,87,22,154,"Sinistral"
"G1",5,939,699,62,19,279,"Sinistral"
"G1",6,556,600,166,27,153,"Dextral"
"G1",7,165,592,148,26,39,"Sinistral"
"G1",8,87,550,118,24,35,"Sinistral"
"G1",9,798,510,55,18,243,"Dextral"
"G1",10,373,476,84,22,15,"Sinistral"
"G1",11,28,393,147,26,22,"Dextral"
"G1",12,926,362,220,29,91,"Dextral"
"G1",13,888,313,105,23,82,"Dextral"
"G1",14,353,305,60,19,58,"Dextral"
"G1",15,401,275,101,23,8,"Dextral"
"G1",16,508,268,92,22,80,"Sinistral"
"G1",17,337,246,109,24,345,"Sinistral"
"G1",18,795,239,194,28,272,"Sinistral"
"G1",19,782,229,136,25,32,"Sinistral"
"G1",20,804,92,183,28,303,"Sinistral"
"G10",1,218,928,151,26,338,"Sinistral"
"G10",2,299,914,114,24,283,"Dextral"
"G10",3,193,865,96,23,96,"Dextral"
"G10",4,377,842,59,19,82,"Sinistral"
"G10",5,887,799,111,24,222,"Dextral"
"G10",6,683,738,173,27,294,"Sinistral"
"G10",7,370,663,187,28,125,"Sinistral"
"G10",8,700,555,137,25,267,"Dextral"
"G10",9,201,489,201,28,176,"Sinistral"
"G10",10,243,469,152,26,52,"Sinistral"
"G10",11,834,276,158,26,68,"Dextral"
"G10",12,124,271,121,24,190,"Dextral"
"G10",13,771,252,153,26,136,"Sinistral"
"G10",14,140,198,135,25,108,"Dextral"
"G10",15,679,198,80,21,186,"Dextral"
"G10",16,942,184,160,27,20,"Sinistral"
"G10",17,831,183,125,25,273,"Sinistral"
"G10",18,842,48,73,21,231,"Dextral"
"G10",19,304,47,126,25,242,"Sinistral"
"G10",20,860,44,142,26,344,"Sinistral"
"G2",1,373,925,73,21,199,"Dextral"
"G2",2,798,919,154,26,285,"Sinistral"
"G2",3,139,689,117,24,317,"Dextral"
"G2",4,581,642,59,19,96,"Sinistral"
"G2",5,573,618,88,22,191,"Dextral"
"G2",6,839,599,114,24,257,"Sinistral"
"G2",7,485,521,131,25,129,"Sinistral"
"G2",8,349,429,73,21,339,"Dextral"
"G2",9,373,391,215,29,235,"Dextral"
"G2",10,838,380,96,23,131,"Dextral"
"G2",11,813,355,198,28,237,"Sinistral"
"G2",12,246,353,173,27,265,"Dextral"
"G2",13,660,304,151,26,189,"Dextral"
"G2",14,302,286,167,27,201,"Sinistral"
"G2",15,202,270,124,25,165,"Dextral"
"G2",16,581,266,148,26,216,"Sinistral"
"G2",17,695,158,118,24,164,"Dextral"
"G2",18,701,100,201,28,178,"Sinistral"
"G2",19,493,87,181,28,253,"Sinistral"
"G2",20,358,34,170,27,197,"Dextral"
"G3",1,571,896,137,25,240,"Sinistral"
"G3",2,623,894,89,22,195,"Sinistral"
"G3",3,223,871,76,21,290,"Sinistral"
"G3",4,309,784,107,23,240,"Dextral"
"G3",5,298,729,104,23,252,"Dextral"
"G3",6,120,727,91,22,225,"Dextral"
"G3",7,159,648,186,28,165,"Sinistral"
"G3",8,932,597,138,25,179,"Dextral"
"G3",9,37,578,200,28,138,"Sinistral"
"G3",10,506,519,242,30,12,"Sinistral"
"G3",11,647,457,110,24,285,"Dextral"
"G3",12,514,442,112,24,195,"Dextral"
"G3",13,533,349,160,27,73,"Sinistral"
"G3",14,126,284,99,23,300,"Sinistral"
"G3",15,585,256,169,27,42,"Sinistral"
"G3",16,458,192,23,12,251,"Dextral"
"G3",17,733,156,128,25,60,"Sinistral"
"G3",18,349,80,130,25,333,"Dextral"
"G3",19,815,60,108,24,283,"Sinistral"
"G3",20,709,59,168,27,149,"Dextral"
"G4",1,908,944,83,22,157,"Sinistral"
"G4",2,131,918,82,21,29,"Sinistral"
"G4",3,139,888,129,25,105,"Sinistral"
"G4",4,559,823,154,26,152,"Sinistral"
"G4",5,531,806,197,28,280,"Dextral"
"G4",6,719,802,126,25,75,"Sinistral"
"G4",7,530,757,153,26,184,"Dextral"
"G4",8,742,749,210,29,111,"Sinistral"
"G4",9,646,748,103,23,223,"Dextral"
"G4",10,451,724,73,21,57,"Sinistral"
"G4",11,526,679,85,22,63,"Sinistral"
"G4",12,309,660,118,24,201,"Sinistral"
"G4",13,245,651,150,26,19,"Sinistral"
"G4",14,851,599,219,29,115,"Sinistral"
"G4",15,714,581,145,26,89,"Dextral"
"G4",16,813,558,166,27,70,"Sinistral"
"G4",17,513,372,124,25,317,"Sinistral"
"G4",18,593,97,151,26,265,"Dextral"
"G4",19,883,65,26,13,114,"Sinistral"
"G4",20,359,54,106,23,284,"Sinistral"
"G5",1,591,907,71,20,288,"Dextral"
"G5",2,200,870,178,27,139,"Sinistral"
"G5",3,813,849,17,10,231,"Dextral"
"G5",4,114,685,60,19,12,"Dextral"
"G5",5,227,568,250,30,103,"Dextral"
"G5",6,273,567,139,26,343,"Sinistral"
"G5",7,584,526,76,21,181,"Dextral"
"G5",8,228,485,125,25,274,"Dextral"
"G5",9,834,484,137,25,328,"Sinistral"
"G5",10,539,434,142,26,263,"Dextral"
"G5",11,510,401,165,27,150,"Sinistral"
"G5",12,858,369,192,28,357,"Dextral"
"G5",13,644,345,144,26,214,"Dextral"
"G5",14,726,302,126,25,23,"Dextral"
"G5",15,265,301,126,25,137,"Dextral"
"G5",16,313,214,151,26,201,"Sinistral"
"G5",17,218,157,172,27,171,"Dextral"
"G5",18,897,101,137,25,214,"Dextral"
"G5",19,859,88,102,23,80,"Dextral"
"G5",20,541,68,83,22,111,"Dextral"
"G6",1,212,931,37,15,108,"Dextral"
"G6",2,59,919,125,25,214,"Sinistral"
"G6",3,203,897,187,28,344,"Dextral"
"G6",4,63,896,203,28,292,"Dextral"
"G6",5,146,890,178,27,96,"Sinistral"
"G6",6,529,886,170,27,348,"Sinistral"
"G6",7,133,725,173,27,271,"Dextral"
"G6",8,640,691,143,26,311,"Sinistral"
"G6",9,714,689,59,19,230,"Sinistral"
"G6",10,334,605,117,24,1,"Sinistral"
"G6",11,404,569,92,22,355,"Dextral"
"G6",12,122,561,123,25,117,"Dextral"
"G6",13,220,453,158,26,345,"Dextral"
"G6",14,722,416,164,27,135,"Dextral"
"G6",15,649,387,212,29,321,"Sinistral"
"G6",16,148,323,138,25,27,"Dextral"
"G6",17,496,318,200,28,72,"Dextral"
"G6",18,768,283,117,24,123,"Sinistral"
"G6",19,434,274,112,24,175,"Dextral"
"G6",20,510,197,201,28,34,"Dextral"
"G7",1,734,911,96,23,336,"Dextral"
"G7",2,119,901,89,22,130,"Dextral"
"G7",3,585,889,146,26,224,"Sinistral"
"G7",4,677,867,166,27,1,"Dextral"
"G7",5,125,821,215,29,52,"Dextral"
"G7",6,227,809,124,25,232,"Dextral"
"G7",7,70,773,117,24,14,"Dextral"
"G7",8,499,720,196,28,212,"Dextral"
"G7",9,228,551,183,28,216,"Dextral"
"G7",10,156,494,125,25,60,"Dextral"
"G7",11,257,382,57,19,25,"Dextral"
"G7",12,789,329,150,26,54,"Sinistral"
"G7",13,200,299,123,25,43,"Sinistral"
"G7",14,739,266,146,26,99,"Dextral"
"G7",15,315,218,101,23,13,"Sinistral"
"G7",16,908,173,95,23,271,"Sinistral"
"G7",17,407,168,92,22,325,"Dextral"
"G7",18,807,96,51,18,154,"Sinistral"
"G7",19,238,76,196,28,47,"Sinistral"
"G7",20,433,54,105,23,184,"Dextral"
"G8",1,167,912,134,25,32,"Dextral"
"G8",2,238,888,141,26,320,"Sinistral"
"G8",3,735,884,194,28,97,"Dextral"
"G8",4,883,838,188,28,147,"Dextral"
"G8",5,532,665,168,27,31,"Sinistral"
"G8",6,641,608,123,25,228,"Dextral"
"G8",7,698,592,79,21,94,"Dextral"
"G8",8,124,530,157,26,206,"Sinistral"
"G8",9,455,469,51,18,276,"Dextral"
"G8",10,758,404,76,21,57,"Dextral"
"G8",11,323,346,133,25,180,"Dextral"
"G8",12,425,288,117,24,206,"Sinistral"
"G8",13,810,267,171,27,164,"Sinistral"
"G8",14,646,224,67,20,248,"Dextral"
"G8",15,90,213,206,29,153,"Dextral"
"G8",16,276,165,238,30,234,"Sinistral"
"G8",17,725,116,225,29,73,"Sinistral"
"G8",18,297,89,164,27,350,"Dextral"
"G8",19,396,50,165,27,345,"Sinistral"
"G8",20,408,33,138,25,5,"Sinistral"
"G9",1,654,949,119,24,239,"Dextral"
"G9",2,378,922,177,27,261,"Sinistral"
"G9",3,652,879,73,21,343,"Sinistral"
"G9",4,202,879,111,24,109,"Sinistral"
"G9",5,158,778,106,23,230,"Sinistral"
"G9",6,234,731,158,26,321,"Sinistral"
"G9",7,323,710,82,22,225,"Sinistral"
"G9",8,53,631,169,27,261,"Dextral"
"G9",9,110,565,107,24,313,"Sinistral"
"G9",10,918,542,130,25,354,"Sinistral"
"G9",11,839,497,162,27,355,"Dextral"
"G9",12,507,463,148,26,166,"Dextral"
"G9",13,116,434,26,13,232,"Dextral"
"G9",14,917,410,120,24,229,"Sinistral"
"G9",15,203,349,196,28,323,"Dextral"
"G9",16,318,322,78,21,25,"Dextral"
"G9",17,701,256,103,23,335,"Dextral"
"G9",18,246,227,130,25,154,"Dextral"
"G9",19,184,205,104,23,355,"Dextral"
"G9",20,898,149,149,26,86,"Dextral"
"H1",1,641,942,112,24,323,"Dextral"
"H1",2,900,940,72,21,216,"Sinistral"
"H1",3,881,933,107,24,81,"Dextral"
"H1",4,434,865,211,29,198,"Sinistral"
"H1",5,92,843,158,27,111,"Sinistral"
"H1",6,180,827,122,25,100,"Dextral"
"H1",7,462,817,76,21,82,"Dextral"
"H1",8,373,725,129,25,212,"Dextral"
"H1",9,460,641,222,29,107,"Dextral"
"H1",10,130,627,91,22,28,"Sinistral"
"H1",11,544,574,171,27,192,"Sinistral"
"H1",12,98,540,151,26,213,"Sinistral"
"H1",13,98,465,167,27,67,"Sinistral"
"H1",14,114,431,112,24,344,"Dextral"
"H1",15,375,428,87,22,307,"Dextral"
"H1",16,517,368,135,25,281,"Dextral"
"H1",17,759,362,170,27,323,"Dextral"
"H1",18,601,221,134,25,67,"Dextral"
"H1",19,102,67,113,24,292,"Sinistral"
"H1",20,743,32,125,25,198,"Dextral"
"H10",1,240,940,153,26,255,"Dextral"
"H10",2,229,913,87,22,263,"Dextral"
"H10",3,191,804,116,24,138,"Sinistral"
"H10",4,228,741,105,23,292,"Sinistral"
"H10",5,783,631,182,28,143,"Dextral"
"H10",6,324,545,193,28,172,"Dextral"
"H10",7,668,517,84,22,82,"Sinistral"
"H10",8,640,501,122,24,99,"Dextral"
"H10",9,597,467,174,27,1,"Dextral"
"H10",10,173,439,101,23,273,"Sinistral"
"H10",11,305,405,101,23,4,"Dextral"
"H10",12,715,353,111,24,243,"Sinistral"
"H10",13,189,345,147,26,8,"Sinistral"
"H10",14,210,324,108,24,357,"Dextral"
"H10",15,90,304,167,27,327,"Dextral"
"H10",16,186,296,132,25,39,"Dextral"
"H10",17,876,288,114,24,187,"Dextral"
"H10",18,427,150,167,27,173,"Sinistral"
"H10",19,352,107,128,25,280,"Dextral"
"H10",20,159,86,50,18,257,"Dextral"
"H2",1,245,903,90,22,290,"Dextral"
"H2",2,438,893,162,27,82,"Dextral"
"H2",3,530,842,100,23,188,"Dextral"
"H2",4,276,810,118,24,107,"Sinistral"
"H2",5,597,803,171,27,25,"Sinistral"
"H2",6,27,781,97,23,117,"Dextral"
"H2",7,376,699,70,20,214,"Sinistral"
"H2",8,414,613,96,23,302,"Sinistral"
"H2",9,289,541,194,28,159,"Sinistral"
"H2",10,805,521,146,26,135,"Dextral"
"H2",11,517,418,182,28,14,"Sinistral"
"H2",12,136,360,99,23,110,"Dextral"
"H2",13,312,358,91,22,271,"Sinistral"
"H2",14,733,357,116,24,219,"Sinistral"
"H2",15,337,307,188,28,221,"Dextral"
"H2",16,590,268,205,28,76,"Sinistral"
"H2",17,225,245,155,26,132,"Sinistral"
"H2",18,389,203,151,26,330,"Sinistral"
"H2",19,794,168,92,22,48,"Dextral"
"H2",20,602,148,143,26,319,"Sinistral"
"H3",1,696,748,183,28,103,"Dextral"
"H3",2,60,732,126,25,151,"Sinistral"
"H3",3,469,724,127,25,343,"Dextral"
"H3",4,325,714,117,24,130,"Dextral"
"H3",5,228,687,92,22,107,"Dextral"
"H3",6,613,680,128,25,107,"Dextral"
"H3",7,397,605,139,26,218,"Sinistral"
"H3",8,743,602,140,26,131,"Dextral"
"H3",9,185,523,54,18,54,"Sinistral"
"H3",10,124,501,148,26,159,"Dextral"
"H3",11,758,421,116,24,256,"Sinistral"
"H3",12,682,409,146,26,90,"Dextral"
"H3",13,178,250,196,28,297,"Sinistral"
"H3",14,813,242,135,25,298,"Dextral"
"H3",15,295,215,122,25,230,"Dextral"
"H3",16,182,136,128,25,312,"Sinistral"
"H3",17,428,119,96,23,271,"Sinistral"
"H3",18,103,104,129,25,151,"Dextral"
"H3",19,197,91,114,24,158,"Dextral"
"H3",20,592,90,89,22,15,"Sinistral"
"H4",1,195,907,22,11,292,"Dextral"
"H4",2,624,863,155,26,312,"Dextral"
"H4",3,619,857,117,24,339,"Sinistral"
"H4",4,694,838,142,26,254,"Sinistral"
"H4",5,546,819,102,23,135,"Sinistral"
"H4",6,72,729,137,25,241,"Sinistral"
"H4",7,400,709,78,21,71,"Sinistral"
"H4",8,620,625,114,24,154,"Dextral"
"H4",9,879,612,66,20,179,"Sinistral"
"H4",10,87,602,134,25,267,"Dextral"
"H4",11,70,596,30,14,242,"Dextral"
"H4",12,661,586,115,24,101,"Dextral"
"H4",13,605,512,153,26,275,"Sinistral"
"H4",14,263,510,101,23,161,"Dextral"
"H4",15,833,458,116,24,255,"Sinistral"
"H4",16,374,166,108,24,317,"Dextral"
"H4",17,614,160,162,27,161,"Sinistral"
"H4",18,607,144,241,30,150,"Dextral"
"H4",19,379,104,43,17,113,"Dextral"
"H4",20,128,61,128,25,267,"Dextral"
"H5",1,357,908,172,27,224,"Sinistral"
"H5",2,150,824,137,25,8,"Sinistral"
"H5",3,93,816,96,23,283,"Dextral"
"H5",4,809,782,208,29,213,"Dextral"
"H5",5,142,711,184,28,282,"Dextral"
"H5",6,104,593,169,27,39,"Dextral"
"H5",7,615,522,148,26,118,"Sinistral"
"H5",8,919,520,161,27,28,"Sinistral"
"H5",9,704,520,192,28,55,"Dextral"
"H5",10,500,511,143,26,350,"Sinistral"
"H5",11,358,411,130,25,272,"Sinistral"
"H5",12,631,393,131,25,89,"Dextral"
"H5",13,569,308,119,24,290,"Sinistral"
"H5",14,398,296,167,27,268,"Sinistral"
"H5",15,195,295,133,25,254,"Dextral"
"H5",16,206,244,140,26,93,"Dextral"
"H5",17,540,215,131,25,190,"Sinistral"
"H5",18,901,187,155,26,29,"Dextral"
"H5",19,572,168,192,28,340,"Sinistral"
"H5",20,621,94,25,12,203,"Sinistral"
"H6",1,438,936,77,21,253,"Dextral"
"H6",2,43,918,87,22,34,"Dextral"
"H6",3,316,871,134,25,140,"Sinistral"
"H6",4,624,837,211,29,215,"Dextral"
"H6",5,611,836,174,27,53,"Sinistral"
"H6",6,506,812,163,27,181,"Dextral"
"H6",7,742,810,117,24,50,"Sinistral"
"H6",8,275,772,179,27,315,"Dextral"
"H6",9,792,737,141,26,236,"Sinistral"
"H6",10,647,725,134,25,33,"Sinistral"
"H6",11,120,639,158,26,188,"Dextral"
"H6",12,754,634,170,27,319,"Dextral"
"H6",13,548,605,180,27,231,"Dextral"
"H6",14,271,571,165,27,107,"Dextral"
"H6",15,144,494,98,23,242,"Dextral"
"H6",16,503,313,248,30,323,"Sinistral"
"H6",17,117,266,164,27,4,"Dextral"
"H6",18,913,144,83,22,11,"Dextral"
"H6",19,705,133,73,21,57,"Sinistral"
"H6",20,60,50,198,28,167,"Sinistral"
"H7",1,386,946,22,11,67,"Sinistral"
"H7",2,475,931,165,27,62,"Sinistral"
"H7",3,553,925,152,26,219,"Sinistral"
"H7",4,681,854,72,21,281,"Sinistral"
"H7",5,276,787,85,22,264,"Sinistral"
"H7",6,824,769,254,30,137,"Dextral"
"H7",7,940,728,123,25,131,"Dextral"
"H7",8,560,723,97,23,88,"Sinistral"
"H7",9,658,701,111,24,65,"Sinistral"
"H7",10,599,503,172,27,180,"Dextral"
"H7",11,867,476,161,27,81,"Dextral"
"H7",12,80,421,192,28,263,"Sinistral"
"H7",13,372,410,196,28,259,"Dextral"
"H7",14,536,345,167,27,128,"Dextral"
"H7",15,455,338,101,23,99,"Dextral"
"H7",16,243,320,127,25,85,"Sinistral"
"H7",17,184,208,139,26,99,"Sinistral"
"H7",18,541,184,102,23,204,"Dextral"
"H7",19,534,103,92,22,192,"Sinistral"
"H7",20,943,52,150,26,194,"Dextral"
"H8",1,732,931,141,26,285,"Sinistral"
"H8",2,546,926,81,21,314,"Sinistral"
"H8",3,401,909,140,26,19,"Sinistral"
"H8",4,550,861,95,23,212,"Dextral"
"H8",5,148,847,156,26,257,"Dextral"
"H8",6,590,757,234,29,54,"Sinistral"
"H8",7,371,734,190,28,102,"Dextral"
"H8",8,195,675,148,26,268,"Dextral"
"H8",9,538,594,143,26,184,"Dextral"
"H8",10,753,546,64,20,112,"Sinistral"
"H8",11,410,530,144,26,37,"Sinistral"
"H8",12,439,524,133,25,257,"Sinistral"
"H8",13,126,444,160,27,22,"Sinistral"
"H8",14,63,387,110,24,281,"Sinistral"
"H8",15,722,376,99,23,41,"Sinistral"
"H8",16,649,169,101,23,259,"Sinistral"
"H8",17,168,130,184,28,262,"Dextral"
"H8",18,204,122,123,25,22,"Sinistral"
"H8",19,181,69,135,25,134,"Sinistral"
"H8",20,328,67,210,29,330,"Dextral"
"H9",1,111,899,156,26,324,"Dextral"
"H9",2,322,883,153,26,159,"Dextral"
"H9",3,320,874,99,23,165,"Dextral"
"H9",4,442,845,81,21,296,"Dextral"
"H9",5,896,821,117,24,235,"Sinistral"
"H9",6,321,717,114,24,46,"Dextral"
"H9",7,638,627,160,27,313,"Dextral"
"H9",8,888,623,99,23,342,"Sinistral"
"H9",9,238,537,331,30,190,"Dextral"
"H9",10,545,467,183,28,165,"Sinistral"
"H9",11,619,418,211,29,280,"Sinistral"
"H9",12,436,402,202,28,78,"Sinistral"
"H9",13,588,328,59,19,47,"Sinistral"
"H9",14,188,305,170,27,88,"Dextral"
"H9",15,788,264,150,26,257,"Sinistral"
"H9",16,138,251,200,28,196,"Sinistral"
"H9",17,430,222,41,16,264,"Sinistral"
"H9",18,34,215,139,26,60,"Dextral"
"H9",19,347,69,173,27,20,"Sinistral"
"H9",20,387,26,112,24,307,"Sinistral"
"I1",1,260,930,136,25,128,"Sinistral"
"I1",2,726,883,125,25,134,"Sinistral"
"I1",3,515,882,80,21,265,"Sinistral"
"I1",4,253,799,171,27,68,"Dextral"
"I1",5,772,794,114,24,290,"Dextral"
"I1",6,404,780,110,24,316,"Sinistral"
"I1",7,367,741,237,30,50,"Dextral"
"I1",8,97,712,149,26,169,"Dextral"
"I1",9,99,666,89,22,290,"Sinistral"
"I1",10,324,646,189,28,319,"Sinistral"
"I1",11,451,625,209,29,233,"Dextral"
"I1",12,124,569,24,12,69,"Dextral"
"I1",13,574,544,91,22,152,"Sinistral"
"I1",14,867,485,211,29,140,"Dextral"
"I1",15,570,227,80,21,144,"Sinistral"
"I1",16,627,212,125,25,23,"Dextral"
"I1",17,752,206,124,25,223,"Sinistral"
"I1",18,128,199,119,24,69,"Dextral"
"I1",19,420,151,71,20,205,"Sinistral"
"I1",20,519,35,201,28,338,"Dextral"
"I10",1,111,930,108,24,276,"Dextral"
"I10",2,523,924,165,27,292,"Dextral"
"I10",3,102,904,157,26,258,"Dextral"
"I10",4,216,900,205,28,134,"Dextral"
"I10",5,147,774,141,26,63,"Dextral"
"I10",6,483,768,203,28,10,"Sinistral"
"I10",7,650,749,129,25,172,"Sinistral"
"I10",8,352,741,118,24,7,"Dextral"
"I10",9,192,710,85,22,241,"Dextral"
"I10",10,947,688,140,26,176,"Sinistral"
"I10",11,644,555,161,27,288,"Dextral"
"I10",12,944,470,60,19,173,"Dextral"
"I10",13,574,329,197,28,269,"Dextral"
"I10",14,596,329,147,26,320,"Sinistral"
"I10",15,917,272,252,30,13,"Sinistral"
"I10",16,809,256,94,23,268,"Dextral"
"I10",17,873,248,45,17,322,"Dextral"
"I10",18,948,214,115,24,71,"Sinistral"
"I10",19,536,190,109,24,74,"Sinistral"
"I10",20,317,184,171,27,274,"Dextral"
"I2",1,307,928,120,24,177,"Sinistral"
"I2",2,735,906,117,24,13,"Dextral"
"I2",3,484,888,115,24,130,"Sinistral"
"I2",4,130,865,159,27,271,"Dextral"
"I2",5,507,862,33,15,229,"Sinistral"
"I2",6,592,815,105,23,268,"Dextral"
"I2",7,759,709,36,15,21,"Sinistral"
"I2",8,939,700,72,20,332,"Dextral"
"I2",9,217,692,160,27,185,"Sinistral"
"I2",10,789,623,183,28,268,"Dextral"
"I2",11,686,602,176,27,66,"Dextral"
"I2",12,825,477,159,27,264,"Sinistral"
"I2",13,297,357,183,28,171,"Sinistral"
"I2",14,814,319,100,23,358,"Sinistral"
"I2",15,180,290,96,23,271,"Sinistral"
"I2",16,619,274,121,24,195,"Sinistral"
"I2",17,670,262,71,20,205,"Sinistral"
"I2",18,928,183,102,23,97,"Dextral"
"I2",19,38,178,191,28,230,"Sinistral"
"I2",20,661,175,154,26,268,"Dextral"
"I3",1,78,912,189,28,195,"Sinistral"
"I3",2,124,909,201,28,342,"Sinistral"
"I3",3,423,885,125,25,30,"Dextral"
"I3",4,667,880,165,27,150,"Sinistral"
"I3",5,928,874,171,27,104,"Dextral"
"I3",6,511,793,104,23,346,"Dextral"
"I3",7,522,777,119,24,30,"Dextral"
"I3",8,101,744,93,22,75,"Sinistral"
"I3",9,341,716,52,18,278,"Sinistral"
"I3",10,677,702,88,22,184,"Dextral"
"I3",11,501,694,149,26,12,"Sinistral"
"I3",12,768,619,131,25,144,"Sinistral"
"I3",13,434,612,138,25,141,"Dextral"
"I3",14,406,399,103,23,161,"Sinistral"
"I3",15,225,369,144,26,180,"Sinistral"
"I3",16,579,166,154,26,216,"Sinistral"
"I3",17,177,147,204,28,61,"Dextral"
"I3",18,286,143,116,24,165,"Dextral"
"I3",19,757,130,49,18,180,"Sinistral"
"I3",20,949,87,166,27,45,"Dextral"
"I4",1,602,938,147,26,61,"Dextral"
"I4",2,905,922,164,27,157,"Sinistral"
"I4",3,719,908,164,27,227,"Sinistral"
"I4",4,861,900,119,24,114,"Sinistral"
"I4",5,262,896,95,23,77,"Sinistral"
"I4",6,76,785,145,26,109,"Dextral"
"I4",7,924,708,97,23,58,"Sinistral"
"I4",8,724,608,160,27,101,"Dextral"
"I4",9,945,606,87,22,161,"Dextral"
"I4",10,113,489,143,26,303,"Sinistral"
"I4",11,595,483,163,27,114,"Sinistral"
"I4",12,425,442,167,27,191,"Sinistral"
"I4",13,467,398,77,21,37,"Sinistral"
"I4",14,444,391,107,24,326,"Dextral"
"I4",15,402,330,108,24,134,"Sinistral"
"I4",16,122,295,130,25,97,"Sinistral"
"I4",17,211,275,114,24,30,"Sinistral"
"I4",18,942,214,153,26,100,"Sinistral"
"I4",19,769,193,98,23,111,"Sinistral"
"I4",20,102,145,172,27,355,"Dextral"
"I5",1,833,938,73,21,236,"Sinistral"
"I5",2,824,932,117,24,7,"Sinistral"
"I5",3,152,815,147,26,37,"Dextral"
"I5",4,403,765,86,22,304,"Dextral"
"I5",5,542,486,179,27,199,"Dextral"
"I5",6,779,465,143,26,301,"Sinistral"
"I5",7,802,430,90,22,265,"Sinistral"
"I5",8,482,421,178,27,94,"Sinistral"
"I5",9,368,410,181,28,78,"Sinistral"
"I5",10,469,358,102,23,134,"Sinistral"
"I5",11,491,345,89,22,203,"Dextral"
"I5",12,413,335,101,23,57,"Dextral"
"I5",13,338,201,104,23,44,"Sinistral"
"I5",14,808,199,158,26,187,"Sinistral"
"I5",15,268,184,126,25,77,"Sinistral"
"I5",16,117,134,106,23,337,"Sinistral"
"I5",17,637,107,80,21,199,"Dextral"
"I5",18,529,106,131,25,47,"Sinistral"
"I5",19,871,66,101,23,207,"Dextral"
"I5",20,49,60,122,25,216,"Sinistral"
"I6",1,653,901,97,23,179,"Dextral"
"I6",2,164,835,172,27,44,"Sinistral"
"I6",3,44,773,90,22,241,"Sinistral"
"I6",4,387,717,149,26,270,"Sinistral"
"I6",5,795,611,117,24,191,"Sinistral"
"I6",6,872,533,170,27,124,"Dextral"
"I6",7,295,510,142,26,80,"Sinistral"
"I6",8,231,485,131,25,335,"Sinistral"
"I6",9,453,415,70,20,51,"Sinistral"
"I6",10,282,409,173,27,349,"Sinistral"
"I6",11,875,360,41,16,242,"Sinistral"
"I6",12,518,326,150,26,55,"Dextral"
"I6",13,585,314,167,27,19,"Sinistral"
"I6",14,792,304,173,27,356,"Sinistral"
"I6",15,71,288,139,26,255,"Sinistral"
"I6",16,105,247,174,27,311,"Sinistral"
"I6",17,842,229,141,26,213,"Dextral"
"I6",18,369,93,56,19,15,"Sinistral"
"I6",19,268,61,201,28,199,"Dextral"
"I6",20,889,54,68,20,244,"Dextral"
"I7",1,603,936,293,30,97,"Dextral"
"I7",2,894,933,238,30,113,"Dextral"
"I7",3,611,924,34,15,314,"Sinistral"
"I7",4,403,922,187,28,229,"Dextral"
"I7",5,274,699,134,25,208,"Sinistral"
"I7",6,755,674,64,20,41,"Sinistral"
"I7",7,480,667,109,24,187,"Dextral"
"I7",8,262,557,39,16,110,"Sinistral"
"I7",9,49,540,118,24,136,"Dextral"
"I7",10,608,497,178,27,357,"Dextral"
"I7",11,216,357,169,27,168,"Dextral"
"I7",12,217,321,153,26,345,"Dextral"
"I7",13,111,289,71,20,22,"Dextral"
"I7",14,501,254,157,26,33,"Sinistral"
"I7",15,102,221,105,23,191,"Sinistral"
"I7",16,489,169,84,22,345,"Sinistral"
"I7",17,203,145,63,19,62,"Dextral"
"I7",18,514,78,145,26,238,"Sinistral"
"I7",19,90,44,77,21,170,"Dextral"
"I7",20,298,39,72,20,284,"Dextral"
"I8",1,567,935,248,30,192,"Dextral"
"I8",2,492,921,148,26,6,"Sinistral"
"I8",3,226,917,97,23,113,"Sinistral"
"I8",4,202,888,173,27,127,"Dextral"
"I8",5,462,879,139,26,278,"Dextral"
"I8",6,80,749,157,26,193,"Dextral"
"I8",7,345,676,110,24,167,"Dextral"
"I8",8,684,571,156,26,256,"Dextral"
"I8",9,268,568,138,25,200,"Sinistral"
"I8",10,497,554,194,28,74,"Dextral"
"I8",11,823,511,140,26,16,"Dextral"
"I8",12,856,498,197,28,105,"Dextral"
"I8",13,910,452,152,26,193,"Sinistral"
"I8",14,193,397,92,22,28,"Sinistral"
"I8",15,583,385,132,25,26,"Dextral"
